comparison_id,dataset_id,role_id,alternative_condition,subject_id,matched_events,alternative_BACC,reference_BACC,paired_difference_BACC
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,39,45,0.5335968379446641,0.558300395256917,-0.024703557312252933
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,40,45,0.5,0.5,0.0
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,47,45,0.5,0.5,0.0
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,48,45,0.5,0.48122529644268774,0.018774703557312256
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,57,45,0.5,0.5476190476190476,-0.04761904761904756
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,6,45,0.5595238095238095,0.5297619047619048,0.029761904761904767
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,71,45,0.5424901185770751,0.5405138339920948,0.0019762845849802257
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,93,45,0.5454545454545454,0.5,0.045454545454545414
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,98,45,0.5,0.5,0.0
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,107,45,0.46130952380952384,0.5416666666666666,-0.0803571428571428
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,27,45,0.6640316205533596,0.6245059288537549,0.03952569169960474
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,39,45,0.48221343873517786,0.41897233201581024,0.06324110671936761
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,40,45,0.5,0.5,0.0
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,47,45,0.5,0.5,0.0
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,48,45,0.708498023715415,0.6403162055335968,0.06818181818181823
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,57,45,0.47619047619047616,0.47619047619047616,0.0
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,6,45,0.5,0.5,0.0
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,71,45,0.6294466403162056,0.6719367588932806,-0.042490118577075076
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,93,45,0.5869565217391304,0.5869565217391304,0.0
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,98,45,0.5286561264822134,0.5988142292490118,-0.07015810276679846
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,107,45,0.4375,0.5416666666666666,-0.10416666666666663
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,27,45,0.6442687747035574,0.6245059288537549,0.01976284584980248
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,39,45,0.37944664031620556,0.41897233201581024,-0.03952569169960468
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,40,45,0.49404761904761907,0.5,-0.005952380952380931
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,47,45,0.5,0.5,0.0
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,48,45,0.6393280632411067,0.6403162055335968,-0.0009881422924901129
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,57,45,0.4970238095238095,0.47619047619047616,0.020833333333333315
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,6,45,0.5,0.5,0.0
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,71,45,0.6511857707509882,0.6719367588932806,-0.02075098814229248
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,93,45,0.5869565217391304,0.5869565217391304,0.0
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,98,45,0.5711462450592886,0.5988142292490118,-0.02766798418972327
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,107,45,0.41666666666666663,0.5416666666666666,-0.125
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,27,45,0.599802371541502,0.6245059288537549,-0.024703557312252933
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,39,45,0.4209486166007905,0.41897233201581024,0.0019762845849802813
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,40,45,0.4732142857142857,0.5,-0.0267857142857143
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,47,45,0.5,0.5,0.0
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,48,45,0.7075098814229248,0.6403162055335968,0.06719367588932801
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,57,45,0.47619047619047616,0.47619047619047616,0.0
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,6,45,0.5,0.5,0.0
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,71,45,0.6739130434782609,0.6719367588932806,0.0019762845849802257
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,93,45,0.6304347826086957,0.5869565217391304,0.0434782608695653
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C3-MULTI-PROB-AVG,98,45,0.48221343873517786,0.5988142292490118,-0.11660079051383399
P02-A4-PhysioNetMI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C1-LONG-3P5S,107,45,0.6071428571428572,0.5,0.1071428571428572
P02-A4-PhysioNetMI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C1-LONG-3P5S,27,45,0.5642292490118577,0.4990118577075099,0.06521739130434778
P02-A4-PhysioNetMI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C1-LONG-3P5S,39,45,0.4762845849802371,0.5642292490118577,-0.08794466403162055
P02-A4-PhysioNetMI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C1-LONG-3P5S,40,45,0.5238095238095238,0.5059523809523809,0.017857142857142905
P02-A4-PhysioNetMI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C1-LONG-3P5S,47,45,0.5,0.5,0.0
P02-A4-PhysioNetMI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C1-LONG-3P5S,48,45,0.3715415019762846,0.4614624505928854,-0.08992094861660077
P02-A4-PhysioNetMI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C1-LONG-3P5S,57,45,0.5178571428571428,0.4970238095238095,0.020833333333333315
P02-A4-PhysioNetMI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C1-LONG-3P5S,6,45,0.5,0.4791666666666667,0.020833333333333315
P02-A4-PhysioNetMI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C1-LONG-3P5S,71,45,0.47035573122529645,0.5158102766798419,-0.04545454545454547
P02-A4-PhysioNetMI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C1-LONG-3P5S,93,45,0.42984189723320154,0.4515810276679842,-0.02173913043478265
P02-A4-PhysioNetMI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C1-LONG-3P5S,98,45,0.5,0.5,0.0
P02-A4-PhysioNetMI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,107,45,0.48511904761904756,0.5,-0.014880952380952439
P02-A4-PhysioNetMI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,27,45,0.4990118577075099,0.4990118577075099,0.0
P02-A4-PhysioNetMI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,39,45,0.4762845849802371,0.5642292490118577,-0.08794466403162055
P02-A4-PhysioNetMI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,40,45,0.43154761904761907,0.5059523809523809,-0.07440476190476186
P02-A4-PhysioNetMI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,47,45,0.4375,0.5,-0.0625
P02-A4-PhysioNetMI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,48,45,0.5335968379446641,0.4614624505928854,0.07213438735177868
P02-A4-PhysioNetMI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,57,45,0.5,0.4970238095238095,0.002976190476190521
P02-A4-PhysioNetMI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,6,45,0.5,0.4791666666666667,0.020833333333333315
P02-A4-PhysioNetMI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,71,45,0.5592885375494071,0.5158102766798419,0.04347826086956519
P02-A4-PhysioNetMI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,93,45,0.5,0.4515810276679842,0.04841897233201581
P02-A4-PhysioNetMI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C2-MULTI-HARD-VOTE,98,45,0.5009881422924901,0.5,0.0009881422924901129
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,107,45,0.5416666666666666,0.5,0.04166666666666663
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,27,45,0.5,0.4990118577075099,0.0009881422924901129
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,39,45,0.5,0.5642292490118577,-0.06422924901185767
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,40,45,0.43154761904761907,0.5059523809523809,-0.07440476190476186
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,47,45,0.5,0.5,0.0
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,48,45,0.4654150197628458,0.4614624505928854,0.0039525691699604515
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,57,45,0.5,0.4970238095238095,0.002976190476190521
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,6,45,0.5178571428571428,0.4791666666666667,0.03869047619047611
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,71,45,0.47035573122529645,0.5158102766798419,-0.04545454545454547
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,93,45,0.5,0.4515810276679842,0.04841897233201581
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,CLASSICAL,A4-C3-MULTI-PROB-AVG,98,45,0.5,0.5,0.0
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,107,45,0.46428571428571425,0.44345238095238093,0.020833333333333315
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,27,45,0.5849802371541502,0.4980237154150198,0.08695652173913038
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,39,45,0.42391304347826086,0.47529644268774707,-0.0513833992094862
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,40,45,0.625,0.40773809523809523,0.21726190476190477
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,47,45,0.45238095238095233,0.4107142857142857,0.04166666666666663
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,48,45,0.6907114624505929,0.6946640316205533,-0.0039525691699604515
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,57,45,0.5,0.5,0.0
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,6,45,0.5595238095238095,0.5773809523809523,-0.017857142857142794
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,71,45,0.592885375494071,0.5701581027667983,0.022727272727272707
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,93,45,0.6729249011857708,0.6511857707509882,0.021739130434782594
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C1-LONG-3P5S,98,45,0.5098814229249011,0.5138339920948617,-0.0039525691699605625
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,107,45,0.47023809523809523,0.44345238095238093,0.0267857142857143
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00:VS:A4-C0-CORE,PhysioNetMI,RIEMANNIAN,A4-C2-MULTI-HARD-VOTE,27,45,0.5859683794466404,0.4980237154150198,0.0879446640316206
